transaction_id,transaction_type,amount,customer_age,customer_gender,account_balance,device_type,location,merchant_category,transaction_time,international_transaction,fraud
1027,Transfer,93899.11,26,Female,62137.19,Mobile,Chennai,Grocery,8,No,0
1028,Withdrawal,20439.37,58,Female,255177.48,Desktop,Delhi,Electronics,20,No,0
1029,Transfer,454.21,67,Male,320371.12,Desktop,Mumbai,Travel,17,No,0
1030,Transfer,7616.86,62,Male,275067.19,Desktop,Chennai,Food,4,No,1
1031,Withdrawal,36528.69,68,Male,449967.7,Mobile,Mumbai,Electronics,11,No,0
1032,Payment,92583.81,33,Male,488221.99,Mobile,Bangalore,Electronics,5,No,0
1033,Deposit,80243.29,65,Male,137068.83,Mobile,Bangalore,Electronics,15,Yes,1
1034,Deposit,35030.88,70,Male,115347.16,Mobile,Bangalore,Fashion,8,Yes,0
1035,Withdrawal,35179.5,50,Female,341361.47,Desktop,Delhi,Electronics,8,Yes,0
1036,Withdrawal,3921.89,56,Female,176115.12,Desktop,Bangalore,Food,16,Yes,1
1037,Payment,25546.78,63,Female,5837.18,Mobile,Kolkata,Travel,2,No,0
1038,Transfer,72003.45,37,Female,335111.99,Desktop,Bangalore,Fashion,17,Yes,1
1039,Deposit,67764.06,29,Female,206007.21,Mobile,Kolkata,Fashion,6,No,0
1040,Withdrawal,46552.32,46,Male,258031.13,Mobile,Delhi,Fashion,16,No,0
1041,Payment,67312.29,32,Male,77940.21,Mobile,Mumbai,Travel,19,Yes,1
1042,Payment,71862.76,42,Female,202828.17,Mobile,Delhi,Electronics,13,Yes,1
1043,Deposit,5116.82,33,Male,230948.6,Desktop,Chennai,Food,19,No,0
1044,Deposit,61303.97,64,Female,416131.74,Desktop,Mumbai,Travel,14,No,0
1045,Withdrawal,76604.79,51,Female,315240.48,Desktop,Bangalore,Electronics,22,No,1
1046,Withdrawal,32038.99,52,Male,73495.16,Mobile,Bangalore,Grocery,22,Yes,1
1047,Deposit,33155.05,47,Female,35821.53,Desktop,Bangalore,Food,22,Yes,0
1048,Deposit,47750.28,40,Female,377970.19,Desktop,Chennai,Food,19,Yes,0
1049,Withdrawal,43640.01,19,Female,171384.12,Desktop,Mumbai,Travel,4,Yes,0
1050,Transfer,8486.35,45,Male,434091.42,Mobile,Delhi,Fashion,12,No,0
1051,Withdrawal,33816.3,42,Female,377244.86,Desktop,Kolkata,Electronics,15,Yes,0
1052,Transfer,99990.79,40,Male,326821.33,Mobile,Delhi,Grocery,6,Yes,1
1053,Payment,12709.48,60,Male,284164.94,Mobile,Bangalore,Fashion,11,Yes,0
1054,Transfer,77801.41,28,Female,58508.88,Mobile,Kolkata,Food,21,No,1
1055,Payment,7692.05,62,Male,55441.15,Desktop,Chennai,Electronics,18,Yes,1
1056,Deposit,66185.98,22,Female,11262.81,Desktop,Bangalore,Electronics,13,No,0
1057,Deposit,70760.13,45,Male,368228.68,Desktop,Chennai,Food,15,No,0
1058,Withdrawal,32298.23,33,Male,143069.48,Desktop,Mumbai,Travel,18,No,0
1059,Deposit,85110.19,29,Female,109999.33,Desktop,Kolkata,Fashion,19,No,0
1060,Payment,8652.73,64,Female,246846.03,Mobile,Bangalore,Travel,14,Yes,1
1061,Payment,40499.67,33,Female,333660.21,Desktop,Bangalore,Food,16,No,0
1062,Withdrawal,35245.87,47,Female,156778.38,Mobile,Delhi,Grocery,10,Yes,0
1063,Payment,19234.94,65,Female,141867.32,Desktop,Delhi,Grocery,9,Yes,1
1064,Withdrawal,1513.42,52,Male,140784.11,Mobile,Chennai,Fashion,22,Yes,0
1065,Deposit,10348.51,18,Female,237351.49,Desktop,Kolkata,Grocery,1,No,0
1066,Deposit,11497.31,22,Female,248414.55,Mobile,Mumbai,Grocery,18,No,0
1067,Payment,11933.31,66,Female,305127.24,Mobile,Chennai,Travel,14,No,0
1068,Deposit,30607.49,57,Male,306767.3,Mobile,Mumbai,Grocery,8,Yes,1
1069,Payment,55244.03,28,Male,207216.2,Desktop,Kolkata,Electronics,7,No,0
1070,Deposit,7210.86,32,Female,394974.87,Mobile,Bangalore,Electronics,17,Yes,0
1071,Withdrawal,82680.45,22,Male,87131.78,Desktop,Chennai,Food,9,No,1
1072,Withdrawal,70003.4,35,Female,221690.64,Mobile,Bangalore,Fashion,19,No,1
1073,Payment,96194.92,54,Male,499788.35,Desktop,Chennai,Electronics,5,No,0
1074,Deposit,91615.67,29,Female,319218.44,Desktop,Delhi,Travel,11,No,0
1075,Transfer,85787.54,39,Female,348368.47,Desktop,Bangalore,Food,1,No,1
1076,Withdrawal,32395.05,67,Female,433130.74,Mobile,Chennai,Travel,13,Yes,1
1077,Withdrawal,62301.12,49,Female,381195.32,Mobile,Kolkata,Food,4,No,0
1078,Deposit,12230.47,58,Male,356342.5,Desktop,Chennai,Electronics,17,No,0
1079,Transfer,46198.64,25,Male,251695.87,Desktop,Chennai,Fashion,13,No,0
1080,Payment,45732.97,27,Female,99352.13,Mobile,Delhi,Fashion,13,No,0
1081,Withdrawal,82072.89,36,Female,419550.58,Desktop,Mumbai,Travel,17,No,0
1082,Deposit,45588.93,38,Male,490483.44,Mobile,Chennai,Travel,7,No,0
1083,Deposit,70552.27,69,Female,196108.98,Mobile,Bangalore,Electronics,4,No,0
1084,Deposit,10061.2,47,Male,362609.69,Desktop,Mumbai,Electronics,15,No,0
1085,Deposit,65018.68,39,Female,477299.1,Desktop,Chennai,Electronics,19,Yes,1
1086,Withdrawal,99742.85,65,Male,219815.88,Mobile,Delhi,Travel,5,No,0
1087,Transfer,32505.03,21,Female,182439.35,Desktop,Mumbai,Grocery,16,No,0
1088,Payment,17081.37,23,Female,311756.63,Mobile,Bangalore,Food,4,Yes,1
1089,Withdrawal,46011.09,60,Male,449959.72,Desktop,Kolkata,Food,5,Yes,0
1090,Withdrawal,98766.4,37,Female,346705.19,Desktop,Kolkata,Grocery,12,No,1
1091,Deposit,57235.08,54,Female,496382.56,Desktop,Delhi,Travel,8,Yes,1
1092,Transfer,91070.63,65,Female,417255.26,Desktop,Mumbai,Food,11,Yes,1
1093,Withdrawal,67808.67,64,Male,315982.81,Mobile,Kolkata,Travel,1,No,0
1094,Transfer,90971.82,38,Female,91941.83,Mobile,Chennai,Fashion,16,No,0
1095,Withdrawal,91413.49,48,Female,374546.88,Desktop,Delhi,Travel,2,Yes,1
1096,Payment,86028.05,64,Female,483798.52,Desktop,Delhi,Travel,0,No,0
1097,Deposit,36921.71,65,Female,294357.25,Desktop,Delhi,Grocery,15,Yes,0
1098,Withdrawal,91534.07,32,Male,319524.94,Desktop,Kolkata,Travel,3,Yes,1
1099,Transfer,30506.02,49,Male,53110.04,Mobile,Bangalore,Travel,11,No,0
1100,Payment,88552.84,59,Male,417678.08,Desktop,Kolkata,Electronics,22,No,1
1101,Deposit,95060.46,41,Male,490559.22,Desktop,Chennai,Fashion,1,No,1
1102,Transfer,94906.18,70,Female,50378.34,Mobile,Chennai,Electronics,1,No,1
1103,Payment,78719.11,31,Male,415759.83,Mobile,Chennai,Grocery,7,No,0
1104,Transfer,27799.76,27,Male,272406.65,Mobile,Delhi,Electronics,4,Yes,1
1105,Payment,58926.41,19,Male,136356.92,Mobile,Bangalore,Food,3,Yes,1
1106,Withdrawal,51372.47,24,Female,254400.15,Mobile,Chennai,Fashion,14,Yes,1
1107,Deposit,84745.12,45,Male,247683.08,Desktop,Delhi,Electronics,10,Yes,1
1108,Withdrawal,62469.32,55,Female,193547.68,Desktop,Bangalore,Food,19,No,1
1109,Transfer,85293.99,59,Male,217884.62,Mobile,Bangalore,Fashion,14,No,1
1110,Transfer,31323.58,38,Female,190279.01,Mobile,Bangalore,Electronics,2,Yes,1
1111,Transfer,74484.44,41,Male,280403.51,Desktop,Delhi,Travel,11,No,0
1112,Transfer,96843.02,56,Female,179064.86,Mobile,Mumbai,Travel,7,Yes,1
1113,Withdrawal,11577.04,35,Male,404574.58,Mobile,Chennai,Fashion,0,Yes,1
1114,Withdrawal,92161.6,40,Male,94795.75,Mobile,Chennai,Travel,2,Yes,1
1115,Transfer,9266.59,51,Male,191216.23,Desktop,Kolkata,Grocery,11,No,0
1116,Transfer,88345.88,27,Male,378445.76,Mobile,Delhi,Fashion,14,No,1
1117,Deposit,41476.96,31,Male,175860.56,Mobile,Kolkata,Food,15,No,0
1118,Deposit,98446.12,21,Male,106189.45,Mobile,Mumbai,Fashion,9,No,1
1119,Deposit,74726.71,29,Male,193202.69,Mobile,Chennai,Food,21,No,1
1120,Transfer,43678.34,47,Male,431744.46,Desktop,Chennai,Travel,22,No,1
1121,Deposit,2183.57,38,Male,401654.47,Desktop,Kolkata,Electronics,13,Yes,1
1122,Deposit,52443.86,43,Female,374173.39,Mobile,Kolkata,Grocery,2,Yes,1
1123,Payment,90601.68,40,Female,365052.66,Mobile,Mumbai,Electronics,4,No,1
1124,Payment,76045.51,59,Male,92687.33,Desktop,Bangalore,Food,18,No,0
1125,Withdrawal,86438.26,58,Female,79723.91,Mobile,Bangalore,Travel,20,No,0
1126,Transfer,35259.03,22,Female,233562.53,Mobile,Delhi,Fashion,9,Yes,0
1127,Transfer,61539.34,50,Female,234042.27,Mobile,Bangalore,Food,20,Yes,1
1128,Deposit,50186.59,21,Female,56233.43,Desktop,Delhi,Food,20,Yes,1
1129,Deposit,99099.5,51,Male,185129.49,Desktop,Bangalore,Travel,10,Yes,0
1130,Withdrawal,6684.59,24,Female,145652.75,Mobile,Kolkata,Electronics,18,Yes,0
1131,Withdrawal,96772.88,62,Female,68831.07,Mobile,Kolkata,Food,12,No,0
1132,Transfer,64637.88,45,Female,14024.12,Desktop,Mumbai,Grocery,10,No,1
1133,Payment,15579.02,36,Male,256306.41,Mobile,Kolkata,Food,4,No,0
1134,Payment,83151.37,67,Male,361985.58,Mobile,Bangalore,Fashion,21,Yes,0
1135,Withdrawal,75263.88,68,Female,120831.46,Mobile,Kolkata,Travel,6,No,0
1136,Deposit,46221.83,36,Female,253938.81,Desktop,Mumbai,Grocery,19,Yes,0
1137,Transfer,64153.79,41,Male,357143.48,Mobile,Kolkata,Electronics,5,No,1
1138,Payment,83121.57,23,Male,409268.11,Desktop,Delhi,Travel,1,No,0
1139,Payment,38678.0,23,Female,116146.69,Desktop,Delhi,Fashion,4,Yes,1
1140,Deposit,69637.59,26,Female,227057.73,Mobile,Delhi,Electronics,8,Yes,0
1141,Deposit,11207.57,36,Male,154069.84,Mobile,Mumbai,Travel,20,No,0
1142,Deposit,59714.23,19,Male,360679.44,Desktop,Bangalore,Electronics,19,No,1
1143,Deposit,18812.66,60,Male,264124.86,Desktop,Delhi,Food,17,Yes,1
1144,Deposit,4449.09,42,Female,130556.88,Mobile,Kolkata,Electronics,11,Yes,0
1145,Transfer,77172.99,65,Female,71037.75,Desktop,Chennai,Fashion,20,Yes,1
1146,Deposit,98083.84,48,Male,406691.35,Mobile,Bangalore,Electronics,9,Yes,1
1147,Payment,88590.46,38,Female,260114.88,Desktop,Kolkata,Electronics,20,Yes,1
1148,Transfer,86593.25,39,Female,66615.13,Desktop,Bangalore,Travel,23,No,0
1149,Deposit,33969.76,29,Female,347573.9,Desktop,Chennai,Fashion,2,No,1
1150,Payment,54592.89,38,Male,44634.11,Desktop,Kolkata,Travel,19,No,1
1151,Deposit,35219.54,20,Female,309351.48,Desktop,Kolkata,Electronics,2,No,0
1152,Payment,95283.66,27,Female,22225.49,Mobile,Mumbai,Fashion,11,No,0
1153,Transfer,60548.97,61,Female,474667.65,Desktop,Bangalore,Electronics,18,Yes,1
1154,Deposit,31507.11,35,Male,480457.43,Mobile,Mumbai,Travel,16,No,0
1155,Transfer,26251.49,34,Female,111212.36,Desktop,Bangalore,Grocery,3,Yes,0
1156,Deposit,17348.37,63,Female,498644.89,Desktop,Kolkata,Electronics,17,No,0
1157,Payment,71209.73,62,Male,397879.71,Mobile,Delhi,Grocery,4,Yes,1
1158,Transfer,36153.56,54,Female,236365.89,Mobile,Chennai,Electronics,2,No,0
1159,Deposit,52617.0,67,Female,412553.0,Mobile,Mumbai,Fashion,20,Yes,1
1160,Withdrawal,12920.63,67,Male,385051.91,Mobile,Bangalore,Food,1,Yes,0
1161,Withdrawal,16549.24,38,Male,176281.43,Desktop,Delhi,Fashion,6,No,0
1162,Withdrawal,61481.39,23,Male,297945.18,Mobile,Mumbai,Food,23,No,0
1163,Transfer,82541.1,19,Male,27503.59,Desktop,Mumbai,Food,13,Yes,1
1164,Withdrawal,64226.54,37,Female,126214.57,Desktop,Kolkata,Travel,2,Yes,1
1165,Deposit,48476.69,31,Female,305296.83,Desktop,Kolkata,Fashion,12,Yes,0
1166,Transfer,31979.68,47,Male,137398.48,Mobile,Mumbai,Electronics,1,No,0
1167,Deposit,24902.2,28,Female,467207.01,Desktop,Mumbai,Grocery,15,No,0
1168,Withdrawal,49787.29,23,Female,255195.01,Mobile,Mumbai,Food,11,Yes,1
1169,Deposit,59792.13,59,Female,146445.45,Mobile,Delhi,Travel,4,No,0
1170,Deposit,36657.14,43,Male,287289.41,Mobile,Kolkata,Food,9,Yes,1
1171,Deposit,76463.97,35,Male,68688.38,Mobile,Bangalore,Fashion,10,No,0
1172,Payment,60286.05,43,Male,27425.16,Mobile,Kolkata,Travel,16,No,1
1173,Payment,32863.79,57,Female,85438.51,Desktop,Chennai,Fashion,16,No,0
1174,Withdrawal,47541.77,19,Female,168963.6,Mobile,Bangalore,Food,9,Yes,0
1175,Withdrawal,96710.36,68,Male,362093.06,Desktop,Mumbai,Food,20,No,1
1176,Payment,3253.89,62,Male,99438.24,Desktop,Kolkata,Travel,4,No,0
1177,Deposit,50231.77,57,Female,437044.77,Mobile,Mumbai,Food,6,No,0
1178,Deposit,52595.17,38,Male,232533.45,Desktop,Chennai,Fashion,21,No,0
1179,Payment,95738.01,35,Female,116309.18,Desktop,Kolkata,Grocery,22,No,1
1180,Withdrawal,56092.71,68,Female,147455.74,Desktop,Bangalore,Fashion,4,No,1
1181,Transfer,34701.72,46,Female,374932.56,Mobile,Mumbai,Food,8,No,1
1182,Payment,24321.56,60,Male,320782.56,Mobile,Delhi,Travel,10,No,0
1183,Payment,617.63,53,Male,206419.19,Desktop,Bangalore,Grocery,9,No,0
1184,Transfer,90802.9,23,Male,269900.38,Mobile,Mumbai,Travel,5,Yes,0
1185,Deposit,78817.27,29,Female,438987.87,Mobile,Kolkata,Food,19,Yes,0
1186,Withdrawal,28527.71,59,Female,445183.68,Mobile,Chennai,Travel,8,Yes,0
1187,Withdrawal,16333.18,47,Female,360706.1,Mobile,Kolkata,Fashion,18,Yes,1
1188,Deposit,82716.28,50,Female,47935.2,Mobile,Mumbai,Grocery,15,No,0
1189,Transfer,26152.45,33,Female,378109.54,Desktop,Kolkata,Food,23,Yes,1
1190,Withdrawal,69307.58,21,Male,235370.52,Mobile,Bangalore,Food,22,No,0
1191,Withdrawal,36817.64,32,Male,478893.47,Desktop,Mumbai,Travel,23,No,0
1192,Deposit,75759.32,69,Male,382120.51,Mobile,Chennai,Travel,16,No,1
1193,Transfer,6269.63,53,Male,288487.33,Mobile,Mumbai,Fashion,16,No,1
1194,Payment,71720.1,49,Male,449950.23,Desktop,Delhi,Travel,4,No,0
1195,Transfer,55923.84,61,Female,363023.64,Desktop,Kolkata,Electronics,23,Yes,1
1196,Transfer,42427.37,62,Male,272875.93,Mobile,Delhi,Travel,1,No,0
1197,Payment,76606.19,64,Female,190358.16,Desktop,Bangalore,Travel,12,Yes,1
1198,Payment,65388.06,40,Male,93344.45,Desktop,Chennai,Grocery,23,Yes,0
1199,Transfer,97851.22,47,Female,268307.14,Mobile,Mumbai,Travel,11,Yes,1
1200,Transfer,3318.51,60,Female,309386.99,Mobile,Mumbai,Grocery,2,Yes,1
1201,Deposit,59818.71,63,Male,126143.4,Mobile,Bangalore,Travel,7,Yes,0
1202,Transfer,14099.54,36,Male,408814.2,Desktop,Chennai,Food,21,No,0
1203,Payment,98570.99,51,Male,209712.3,Desktop,Delhi,Food,18,Yes,1
1204,Deposit,55629.48,21,Female,471085.27,Desktop,Chennai,Fashion,22,No,0
1205,Withdrawal,37708.37,66,Female,124279.25,Mobile,Kolkata,Grocery,14,Yes,0
1206,Deposit,55772.95,26,Female,125214.97,Mobile,Kolkata,Electronics,14,No,1
1207,Payment,5248.51,42,Male,437442.13,Mobile,Chennai,Food,6,No,0
1208,Withdrawal,30388.48,18,Male,468894.08,Mobile,Bangalore,Grocery,22,Yes,1
1209,Payment,55252.72,67,Female,193427.56,Desktop,Kolkata,Fashion,11,No,0
1210,Deposit,76186.73,38,Male,188498.94,Desktop,Delhi,Food,7,Yes,1
1211,Deposit,29589.71,30,Female,118859.22,Mobile,Bangalore,Food,20,No,0
1212,Deposit,96654.18,59,Female,233110.35,Desktop,Mumbai,Grocery,23,No,1
1213,Transfer,52442.05,22,Male,383347.73,Desktop,Mumbai,Grocery,2,Yes,1
1214,Deposit,37382.75,57,Female,331345.75,Mobile,Delhi,Food,17,No,0
1215,Withdrawal,53620.24,36,Male,253596.94,Desktop,Mumbai,Electronics,3,Yes,1
1216,Withdrawal,81539.92,35,Female,44114.53,Desktop,Bangalore,Food,7,Yes,1
1217,Transfer,65408.2,59,Male,51282.75,Desktop,Bangalore,Food,15,Yes,1
1218,Payment,8360.34,45,Female,285099.03,Mobile,Chennai,Electronics,7,Yes,0
1219,Deposit,27182.4,22,Female,450159.27,Mobile,Mumbai,Fashion,0,Yes,0
1220,Deposit,92894.61,37,Male,284159.31,Desktop,Chennai,Fashion,12,Yes,0
1221,Transfer,50129.21,40,Male,53354.46,Mobile,Delhi,Fashion,19,No,0
1222,Withdrawal,3059.6,35,Female,247848.71,Desktop,Chennai,Travel,13,Yes,0
1223,Deposit,8660.84,57,Female,400037.31,Mobile,Delhi,Fashion,4,No,0
1224,Payment,73991.56,38,Female,57742.7,Mobile,Kolkata,Travel,11,No,1
1225,Transfer,18820.44,46,Female,56130.0,Mobile,Kolkata,Food,2,No,0
1226,Transfer,29255.55,42,Male,363797.7,Mobile,Chennai,Food,5,No,1
1227,Withdrawal,30183.01,49,Male,36317.24,Desktop,Kolkata,Travel,9,No,0
1228,Withdrawal,25244.8,33,Female,298934.17,Mobile,Bangalore,Electronics,4,No,1
1229,Deposit,33288.5,57,Female,403017.85,Desktop,Bangalore,Fashion,13,Yes,1
1230,Payment,47953.07,29,Female,484518.98,Desktop,Bangalore,Food,7,No,0
1231,Deposit,36565.05,54,Male,298152.38,Mobile,Chennai,Electronics,23,No,0
1232,Payment,43901.65,36,Male,410387.96,Desktop,Bangalore,Grocery,20,No,0
1233,Payment,71552.12,68,Female,41612.74,Desktop,Chennai,Travel,17,No,0
1234,Withdrawal,70193.27,69,Male,59137.87,Mobile,Kolkata,Grocery,20,Yes,1
1235,Deposit,96684.43,39,Female,57442.55,Mobile,Kolkata,Grocery,16,Yes,1
1236,Deposit,46360.01,61,Male,175758.86,Mobile,Bangalore,Electronics,9,No,0
1237,Transfer,11695.33,64,Male,177422.68,Desktop,Bangalore,Grocery,16,No,0
1238,Transfer,43872.78,62,Female,162860.19,Desktop,Delhi,Electronics,0,No,0
1239,Payment,92999.25,65,Male,260416.98,Mobile,Kolkata,Food,13,No,1
1240,Deposit,63013.06,29,Female,200813.28,Mobile,Bangalore,Food,13,No,1
1241,Payment,20657.87,66,Male,290787.21,Mobile,Kolkata,Fashion,6,No,0
1242,Deposit,52818.73,58,Female,300500.56,Desktop,Chennai,Electronics,11,No,0
1243,Payment,81392.45,63,Female,459747.88,Mobile,Mumbai,Fashion,3,Yes,1
1244,Payment,37393.28,27,Female,212028.36,Mobile,Chennai,Travel,13,Yes,0
1245,Payment,55535.77,49,Female,74446.78,Desktop,Bangalore,Food,1,No,0
1246,Deposit,13739.82,70,Female,482095.4,Desktop,Bangalore,Travel,13,No,0
1247,Transfer,56583.24,68,Male,149584.51,Desktop,Mumbai,Food,9,Yes,1
1248,Deposit,55017.65,25,Male,137605.01,Desktop,Chennai,Electronics,23,No,0
1249,Deposit,10331.4,59,Male,152365.92,Mobile,Bangalore,Fashion,11,Yes,0
1250,Transfer,77585.6,33,Male,406297.84,Desktop,Chennai,Travel,5,Yes,1
1251,Payment,80563.51,54,Female,268478.99,Mobile,Kolkata,Fashion,9,No,0
1252,Transfer,13645.33,66,Female,459790.51,Desktop,Mumbai,Grocery,7,Yes,0
1253,Payment,76171.21,61,Female,247282.07,Desktop,Bangalore,Travel,14,Yes,1
1254,Transfer,40344.79,65,Female,348878.29,Desktop,Bangalore,Travel,10,Yes,0
1255,Transfer,73120.1,47,Female,425802.59,Desktop,Mumbai,Travel,6,No,1
1256,Withdrawal,33841.74,54,Male,285240.34,Desktop,Kolkata,Electronics,1,Yes,0
1257,Deposit,1726.51,28,Female,230976.48,Desktop,Mumbai,Grocery,20,No,0
1258,Withdrawal,9424.66,41,Female,45798.16,Mobile,Delhi,Travel,20,No,0
1259,Payment,42980.17,23,Male,5537.72,Desktop,Delhi,Grocery,18,Yes,0
1260,Deposit,1027.77,62,Female,409468.97,Desktop,Mumbai,Travel,2,Yes,1
1261,Transfer,10409.83,41,Female,72879.0,Mobile,Mumbai,Electronics,16,Yes,0
1262,Payment,44065.93,64,Male,315899.62,Mobile,Bangalore,Food,21,No,0
1263,Transfer,89669.64,26,Male,296839.09,Desktop,Kolkata,Travel,10,Yes,1
1264,Transfer,24891.89,56,Female,390589.98,Mobile,Kolkata,Grocery,16,Yes,0
1265,Withdrawal,64652.36,68,Male,249969.42,Mobile,Mumbai,Travel,20,Yes,1
1266,Transfer,98689.57,38,Male,196484.93,Desktop,Kolkata,Food,21,Yes,1
1267,Transfer,1767.27,22,Male,134781.71,Mobile,Delhi,Travel,16,No,0
1268,Deposit,42415.17,43,Male,322065.96,Mobile,Kolkata,Electronics,9,Yes,0
1269,Payment,97433.91,27,Female,198412.09,Mobile,Kolkata,Travel,23,Yes,1
1270,Transfer,92470.31,25,Female,308086.91,Mobile,Kolkata,Grocery,3,Yes,1
1271,Transfer,16466.88,40,Female,87646.66,Mobile,Kolkata,Electronics,0,No,0
1272,Withdrawal,52433.04,34,Male,250593.05,Desktop,Delhi,Travel,18,Yes,1
1273,Withdrawal,77355.56,54,Male,118060.19,Mobile,Delhi,Electronics,7,Yes,1
1274,Deposit,92030.63,29,Male,278668.07,Desktop,Mumbai,Fashion,7,No,0
1275,Withdrawal,27198.67,22,Female,64103.46,Mobile,Mumbai,Grocery,16,Yes,0
1276,Transfer,87711.42,36,Female,167013.96,Desktop,Delhi,Fashion,6,No,0
1277,Withdrawal,73983.64,33,Female,187295.45,Desktop,Mumbai,Food,7,Yes,1
1278,Deposit,2488.63,52,Female,319791.21,Mobile,Kolkata,Electronics,21,No,0
1279,Withdrawal,10484.51,51,Male,212808.84,Mobile,Mumbai,Fashion,2,Yes,0
1280,Deposit,70114.61,41,Female,487404.62,Mobile,Chennai,Electronics,16,Yes,1
1281,Deposit,7575.57,54,Male,220316.52,Mobile,Mumbai,Fashion,8,No,0
1282,Deposit,70102.49,65,Female,162438.57,Desktop,Mumbai,Electronics,6,Yes,0
1283,Transfer,15625.51,28,Female,235697.28,Desktop,Delhi,Food,11,Yes,1
1284,Deposit,26574.29,25,Male,83019.61,Desktop,Chennai,Electronics,6,No,0
1285,Payment,96843.16,43,Male,340205.77,Desktop,Mumbai,Electronics,12,No,0
1286,Payment,9563.06,24,Male,65119.36,Mobile,Mumbai,Grocery,6,No,0
1287,Transfer,58274.15,34,Male,15791.09,Mobile,Mumbai,Travel,4,Yes,1
1288,Withdrawal,12340.51,47,Male,88154.66,Desktop,Bangalore,Travel,0,No,0
1289,Payment,35458.93,29,Female,143528.0,Mobile,Delhi,Food,19,Yes,0
1290,Deposit,41258.02,53,Female,35184.64,Desktop,Bangalore,Grocery,13,Yes,0
1291,Payment,63112.36,69,Male,494754.79,Desktop,Bangalore,Food,15,No,0
1292,Withdrawal,38899.29,29,Male,162844.4,Mobile,Delhi,Fashion,1,No,0
1293,Payment,97400.59,24,Male,330147.89,Desktop,Chennai,Electronics,7,No,0
1294,Payment,17692.43,55,Female,404074.06,Desktop,Chennai,Electronics,22,No,0
1295,Payment,56354.58,30,Female,273351.68,Mobile,Bangalore,Electronics,2,Yes,1
1296,Payment,2090.81,48,Male,169208.33,Mobile,Mumbai,Fashion,22,Yes,0
1297,Withdrawal,6049.64,27,Male,388311.42,Desktop,Delhi,Fashion,22,No,0
1298,Withdrawal,30246.34,26,Male,367514.25,Desktop,Bangalore,Fashion,5,No,0
1299,Payment,37900.57,64,Female,68037.44,Mobile,Chennai,Travel,18,Yes,1
1300,Withdrawal,92111.72,57,Male,321625.15,Mobile,Bangalore,Grocery,10,Yes,1
1301,Withdrawal,16871.95,23,Female,226081.82,Desktop,Mumbai,Grocery,22,Yes,1
1302,Transfer,72069.32,21,Female,221918.97,Desktop,Mumbai,Travel,15,No,1
1303,Deposit,10232.71,48,Male,85514.97,Mobile,Delhi,Fashion,0,No,0
1304,Transfer,7512.62,28,Female,84647.72,Mobile,Chennai,Electronics,10,No,0
1305,Deposit,94249.98,28,Female,82766.37,Mobile,Kolkata,Grocery,6,No,0
1306,Withdrawal,66093.73,37,Male,52478.38,Desktop,Chennai,Food,15,Yes,1
